id,tweet,subtask_a,tweet_cleaned
31033,#Antifa demo in memory of #KillahP. #Greece URL,NOT,demo in memory of
70051,@USER These are all  coranated attacks from idiot loons! They will get worse much worse before the election! Can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician? Idiots!,OFF,these are all  coranated attacks from idiot loons they will get worse much worse before the election can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician idiots
73642,@USER @USER Awwww she is so stinking cute! How old is she now?,OFF,awwww she is so stinking cute how old is she now
10727,"#Benghazi  #Haiti  #UraniumOne  #SethRich What more does the justice department need? No double standards! Just because you're Rich and Powerful doesn't mean you can rob, seal and murder! #DrainTheSwamp  #HillaryForPrison  #VoteRed #MAGA URL",OFF,what more does the justice department need no double standards just because youre rich and powerful doesnt mean you can rob seal and murder
73442,"#Black_Eyed_Peas Tackle Gun Control, Social Justice on New Song ‘Big Love’: Single highlights group's first album in eight years, 'Masters of the Sun' URL URL",NOT,tackle gun control social justice on new song ‘big love’ single highlights groups first album in eight years masters of the sun
59758,#Censorship  Awake yet?  Ask yourself why these conservatives are being censored? #WalkAway URL,NOT,awake yet  ask yourself why these conservatives are being censored
11781,"You didnt have to beat him up like that... all he said was you are looking so delicious."" You say as you clean up his bruised knuckles. ""Nobody talks to my woman that way...except me."" He pulls you on to his lap.  ""Do you want me to kiss it and make it feel better?"" You tease.+ URL",NOT,you didnt have to beat him up like that all he said was you are looking so delicious you say as you clean up his bruised knuckles nobody talks to my woman that wayexcept me he pulls you on to his lap  do you want me to kiss it and make it feel better you tease
11645,#JoinTheFight    Join the fight against American Communists... Democrats  and  Liberals have taken this crap to the edge and there is no coming back. They are  openly promoting the Destruction of  AMERICA.  #JoinTheFightAgainstCommunism URL,OFF,join the fight against american communists democrats  and  liberals have taken this crap to the edge and there is no coming back they are  openly promoting the destruction of  america
91116,#Art #ArtistsOnTwitter #Soul #GoodBusiness #Entrepreneur #Success #Excellence #WomanInBusiness #MindBlowing #Quotestoliveby “Be gentle with yourself. You are a child of the universe no less than the trees and the stars; you       have a right to be here.” by Max Ehrmann URL,NOT,“be gentle with yourself you are a child of the universe no less than the trees and the stars you       have a right to be here” by max ehrmann
86437,"#ICYMI: Welcome Anna Grey Barbour to our Women’s Volleyball Team! Anna is a 2018 Terry Sanford High School graduate. She is studying dental hygiene at our college. We’re proud to make you a Trojan, Anna. Good luck this season! #BlackNGold #Trojans 🏐🖤💛 URL",NOT,welcome anna grey barbour to our women’s volleyball team anna is a 2018 terry sanford high school graduate she is studying dental hygiene at our college we’re proud to make you a trojan anna good luck this season
86268,#BiggBossTamil #BiggBossTamil2 #BiggBoss2Tamil intha #Aishwarya va kuda manichirlam ana intha #Yashika 😡😡 The biggest reason for every fight in BB house. Yet our foolish people support her just because she is doing Tasks. URL,NOT,intha  va kuda manichirlam ana intha   the biggest reason for every fight in bb house yet our foolish people support her just because she is doing tasks
21643,#TOTALLYBLOGGING - Want to know how to keep your focus when you are blogging? It's easier said than done at the start so take a look at what you can do to stop quitting! URL #ukbloggers #fbloggers #bbloggers #lbloggers URL,NOT,want to know how to keep your focus when you are blogging its easier said than done at the start so take a look at what you can do to stop quitting
72274,@USER @USER has stated that any talk of Zionist involvement in 9/11 is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect. He should be ashamed of himself but he’s not because he’s #Zionel,OFF,has stated that any talk of zionist involvement in 911 is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect he should be ashamed of himself but he’s not because he’s
95198,"#UPDATE: New projections state Hurricane #Florence may now travel down the coastline with the entire NC/SC coast possibly suffering #Florence's deadly storm surge greatly increasing the seriousness of the rain/wind in South Carolina and surrounding areas, even possibly Georgia URL",NOT,new projections state hurricane  may now travel down the coastline with the entire ncsc coast possibly suffering s deadly storm surge greatly increasing the seriousness of the rainwind in south carolina and surrounding areas even possibly georgia
31550,"#Liberals are like, Economics? I don't even know what gender I am.""""",NOT,are like economics i dont even know what gender i am
21524,"#Khaleesi kinda watching #HIAC ! Wtf does she think she is, a person? Pffft pathetic URL",OFF,kinda watching   wtf does she think she is a person pffft pathetic
84579,And🤷🏽‍♂️ females b on the same shit URL,OFF,and females b on the same shit
26291,#Brexit #UKLabour #Labour #Conservatives #PlaidCymru #Greens #Politics #EU URL  - POLL,NOT,poll
72424,"#BreakingNews, via NYT The New York Times URL",NOT,via nyt the new york times
28744,#HCHottestCeleb   Round of 32 Match 12  Scarlett Johansson   V.S  Emma Stone   POLL BELOW URL,NOT,round of 32 match 12  scarlett johansson   vs  emma stone   poll below
59961,"#Sugardaddy Retweet if you are under 30 and you want 400$ daily USA,Canada and UK only #sugarbabyneeded #sugarbabywanted #findom #sugarbaby #Canada",NOT,retweet if you are under 30 and you want 400 daily usacanada and uk only
59519,#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered,OFF,i love watching liberals like maria squirm
51386,"#PoliticsInFocus Look Donald! You are only a duck, stop patronizing me! URL",OFF,look donald you are only a duck stop patronizing me
76052,#naturephotography. #nature. #birds #wild in #Wisconsin #photography. #picoftheday. #pics #fridaymotivation. #fridayfeeling. #instagramers. I hope you are having an #amazing day URL,NOT,in        i hope you are having an  day
14837,#CarolineForbes You are needed to help with the posted SL. DM me to Audition.,NOT,you are needed to help with the posted sl dm me to audition
57295,"#WCW to @USER   I mean hey, she is a great friend and I am more than happy to help with missions and anything else she might need!",NOT,to    i mean hey she is a great friend and i am more than happy to help with missions and anything else she might need
74610,"@USER @USER that would have just offbalanced him   he did exactly what was smart, basic grappling: it might have been all instinct but the antifa used basic grappling:  Cross side collar to snap down, then stepping out of his weak single leg  attempt",NOT,that would have just offbalanced him   he did exactly what was smart basic grappling it might have been all instinct but the antifa used basic grappling  cross side collar to snap down then stepping out of his weak single leg  attempt
55653,"#Cancer  Hate crime isn't an actual crime. If there's a victim, then it's just called crime. (Malum in se)  Hate"" crime is socially engineered programming to control people's behavior, just like gun control.  #ChangeMyMind URL",NOT,hate crime isnt an actual crime if theres a victim then its just called crime malum in se  hate crime is socially engineered programming to control peoples behavior just like gun control
10918,#CarbonTax works and will put tons more money BACK INTO Canadian pockets.  .@USER  .@USER  .@USER .@USER  Part of why Trudeau won in 2015 was campaigning on a national carbon tax. Conservatives died then. They want another death in 2019...we will oblige. URL,OFF,works and will put tons more money back into canadian pockets         part of why trudeau won in 2015 was campaigning on a national carbon tax conservatives died then they want another death in 2019we will oblige
57541,Antonia Evans was either sex trafficked or cremated.,OFF,antonia evans was either sex trafficked or cremated
55318,#Repost thesavoyshow with get_repost ・・・ #MarkKnight Says he is not a racist after drawing a racist picture of #SerenaWilliams .. Do y’all believe him or nah?⤵️ URL,NOT,thesavoyshow with getrepost   says he is not a racist after drawing a racist picture of   do y’all believe him or nah
80965,@USER The worrying thing is that she is teaching our young adults.,NOT,the worrying thing is that she is teaching our young adults
14051,#WalkAway #DemocratSocialists #Socialists #Socialism #Resist #Communists #Antifa #Cult #Crazy #Insane #mentalillness #EmptyHeaded #BernieSanders #Venezuela 42 TRILLION in NEW TAXES #AlexandriaOcasioCortez #OcasioCortez #EndorsementFail #MissVenezuala2018 Alexandria Ocasio Cortez URL,NOT,42 trillion in new taxes     alexandria ocasio cortez
25125,#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of,OFF,stormy was in trapped by a dollar bill in her face poor pornstar but no worries the democratic party she is the leader of
81974,"#ProudAlumnus Keep up the great work, @USER Don't forget you are under GREAT leadership, so take some time to soak in the skills they aim to teach. URL",NOT,keep up the great work  dont forget you are under great leadership so take some time to soak in the skills they aim to teach
76797,#WILDCARDWEDNESDAY #MAXDRIVEWILDCARDWEDNESDAY You Are #OnAirWithShine #NP HAPPIER  - @USER FT @USER  On The #MaxDrive w.@USER the #RadioENCHANTRESS,NOT,you are   happier    ft   on the  w the
57494,@USER He is off the deep end. This calls for an intervention,NOT,he is off the deep end this calls for an intervention
49441,#CNBC what's go talk about the gender gap in silicon valley but won't talk about the gap between conservatives and #emocrats and the #bias,NOT,whats go talk about the gender gap in silicon valley but wont talk about the gap between conservatives and  and the
78266,$500 Million Funding Competition for US cities That’s nice. ⁦@USER  URL,NOT,500 million funding competition for us cities that’s nice ⁦
31401,@USER She Is A ChiCom Spy..... #ClubGITMO,NOT,she is a chicom spy
80020,"#Repost @USER ・・・ We can’t forget to give props to Naomi Osaka!! 🏆🎾 She played against her idol and won. In someways the win has been overshadowed, but she is so humbled in her… URL",NOT,we can’t forget to give props to naomi osaka  she played against her idol and won in someways the win has been overshadowed but she is so humbled in her…
61295,And these entertainment agencies just gonna have to be an ass about it. URL,OFF,and these entertainment agencies just gonna have to be an ass about it
45518,@USER He is obviously getting suspended. He is not an asset for anyone,NOT,he is obviously getting suspended he is not an asset for anyone
53351,"#Trump Really, everything Trump does is another piece of evidence for obstruction of justice. He is a talking crime machine.",OFF,really everything trump does is another piece of evidence for obstruction of justice he is a talking crime machine
51610,#Canada - EXCLUSIVE: #Trudeau #Liberals leave $372M meant to help veterans unspent since taking office URL,NOT,exclusive   leave 372m meant to help veterans unspent since taking office
26758,@USER @USER ...than why did you show us how hot she is ?,NOT,than why did you show us how hot she is
30718,@USER @USER @USER You have yet to answer what *realistically enforceable* gun control law would *prevent* the tragedies without violating Due Process and HIPAA...,NOT,you have yet to answer what realistically enforceable gun control law would prevent the tragedies without violating due process and hipaa
25463,"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A URL",OFF,this goes to show how moronic antifa types are because this is a good way to encourage some dumbass to rightfully get speedrocked open carry users practice weapon retention gun grabs will go very badly for you if you try you will get shot so dont do it
82558,#MAGA  ... got any ideas how she could have done it? URL,NOT,got any ideas how she could have done it
85613,#ChristineBFord #LiberalsAreDesperate @USER every time liberals don't get there way they cry racism or sexual assault. Hard to believe,OFF,every time liberals dont get there way they cry racism or sexual assault hard to believe
36875,"(URL You can't summarize the rankings of a game mode in just one picture"" URL",NOT,you cant summarize the rankings of a game mode in just one picture
86142,#Learn from it and become #better instead of remaining #stuck in it and become #bitter. #CLifeClearly #CLifeThryve #AboutThatLife #CLifeMacon,NOT,from it and become  instead of remaining  in it and become
87711,"#KamalaHarris may run for President in 2020, but will never be #POTUS. Sadly, she is guaranteed a leadership role in politics, much like #DianneFeinstein, that’s reality in liberal California. Ask #NancyPelosi! #ChuckSchumer #CNN #MSNBC",NOT,may run for president in 2020 but will never be  sadly she is guaranteed a leadership role in politics much like  that’s reality in liberal california ask
51626,Levi Strauss has “never been afraid to take an unpopular stand to support a greater good.” '  What about when they shut down all manufacturing in America?  That wasn't even a news story when it happened. Maybe they're right; it wasn't unpopular.  URL,NOT,levi strauss has “never been afraid to take an unpopular stand to support a greater good”   what about when they shut down all manufacturing in america  that wasnt even a news story when it happened maybe theyre right it wasnt unpopular
59423,#repost @USER is giving a word with this jacket. #preach #saynotofuckboys #dontgiveyourmagictomuggles URL,NOT,is giving a word with this jacket
80555,#Emmys sooo lovely I love the dress colour and the design looks like fairy tales and she is very tender 🌬 URL,NOT,sooo lovely i love the dress colour and the design looks like fairy tales and she is very tender
85830,"#CHANGE  I remember past administrations chant was change"".  There was no change carried the same baton and did nothing.  This POTUS is making the changes.  He does what he says.  So far for the better.   I like.  But swampies, liberals, lefties just hatin. Don't be hatin""",NOT,i remember past administrations chant was change  there was no change carried the same baton and did nothing  this potus is making the changes  he does what he says  so far for the better   i like  but swampies liberals lefties just hatin dont be hatin
29102,An open letter to Mac Miller URL,NOT,an open letter to mac miller
85886,"#CincinnatiEnquirer steps into #Gun Control FINALLY. Took a #MassShhoting on their damn door step for their #editors to wake up, but better late than never. URL",OFF,steps into  control finally took a  on their damn door step for their  to wake up but better late than never
54621,!!!!bitch i’m fucking coming back URL,OFF,bitch i’m fucking coming back
80397,#Liberals Are Reaching Peak Desperation To Call On #PhillipRuddock To Talk With #Turnbull To Convince Him To Help with #WentworthVotes 18 Sept 2018  @USER #Auspol #LNP #NSWpol @USER  @USER @USER #LNPMemes URL,OFF,are reaching peak desperation to call on  to talk with  to convince him to help with  18 sept 2018
76937,@USER Most of them in Chicago where there is STRICTER gun control. IT DOESNT WORK!,NOT,most of them in chicago where there is stricter gun control it doesnt work
68875,$uicideboy$ ON HALLOWEEN its aboout to get sooooo FUCKING spooky,OFF,uicideboy on halloween its aboout to get sooooo fucking spooky
89591,@USER He does. And I'm glad he always goes out on something reckless to show who he is going out and coming back everytime! Jeff is the best!!!,NOT,he does and im glad he always goes out on something reckless to show who he is going out and coming back everytime jeff is the best
67926,"#Democrat controlled city with strict gun control laws and @USER wants to blame the #GOP Um, isn’t it you rich #Democrats trying to keep the blacks in poverty? #WalkAway URL",OFF,controlled city with strict gun control laws and  wants to blame the  um isn’t it you rich  trying to keep the blacks in poverty
41588,@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.,OFF,got to love that the people making the laws tend to know nothing about the subject theyre making the law for you should hear some of the gun control laws people try to pass here in the states
18091,@USER @USER @USER @USER @USER Same here😢😢. I can't hear what she is saying,NOT,same here i cant hear what she is saying
56205,@USER @USER @USER @USER Penny believes that she is so intelligent that she just knows he will.....I think she may be the smartest Canadian.....ever. Canadians are fun to watch. They have to get on Twitter in the US to find anyone with an opinion. I like RUSH...and hockey,NOT,penny believes that she is so intelligent that she just knows he willi think she may be the smartest canadianever canadians are fun to watch they have to get on twitter in the us to find anyone with an opinion i like rushand hockey
24467,#SandraOh...OH how I love that you brought your parents...they (and you) are the epitome of grace and beauty!,NOT,oh how i love that you brought your parentsthey and you are the epitome of grace and beauty
47245,#HealingYourself is connected with #healingothers.,NOT,is connected with
32851,#ChristineBlaseyFord needs to testify under oath before anything. The claims should be investigated as far as any of these claims can be investigated. If/ when it comes down to her word vs. #Kavanaugh's he should be approved as soon as possible. Full stop.  #MAGA #QAnon,NOT,needs to testify under oath before anything the claims should be investigated as far as any of these claims can be investigated if when it comes down to her word vs s he should be approved as soon as possible full stop
86982,#Maga @USER   Antifa website instructing how to hurt multiple police officers and how to cross border.  URL URL,NOT,antifa website instructing how to hurt multiple police officers and how to cross border
95247,"#NationalDayofEncouragement #EncouragementDare Therefore #encourage one another and build each other up, just as in fact you are doing!! #Thessalonians #scripture #verse To donate, go to our website(link in bio!), call 404-478-9794 or email donate@USER #community URL",NOT,therefore  one another and build each other up just as in fact you are doing    to donate go to our websitelink in bio call 4044789794 or email donate
74211,94-year-old Bletchley Park veteran: I helped defeat the Nazis in 1941 and I'm ready to fight fascism again now URL,NOT,94yearold bletchley park veteran i helped defeat the nazis in 1941 and im ready to fight fascism again now
51948,@USER #WalkAWayFromCatholicism it is a corrupt to the core and become a giant autocratic pedophile ring.,OFF,it is a corrupt to the core and become a giant autocratic pedophile ring
28196,"#CALIFORNIA PATRIOTS... especially those in #CA21  Obama/Soros are attempting to take this House seat to get control of Congress.  Say no to TJ Cox.  He is a shill Candidate fronted by the dastardly duo.  Please get out and vote David Valadao for House, Dist 21! Follow @USER URL",OFF,patriots especially those in   obamasoros are attempting to take this house seat to get control of congress  say no to tj cox  he is a shill candidate fronted by the dastardly duo  please get out and vote david valadao for house dist 21 follow
71881,#noshadenotea but like if you are in community college and your parents still have to pick you up and drop you off. You need to get your life together omg,NOT,but like if you are in community college and your parents still have to pick you up and drop you off you need to get your life together omg
50376,- When she takes her nigga name out her bio. URL,OFF,when she takes her nigga name out her bio
64161,@USER Exactly it’s bc slick woods has that unconventional look that she’s who she is yea she ain’t attractive to most of us but that shit don’t matter @ all lol,NOT,exactly it’s bc slick woods has that unconventional look that she’s who she is yea she ain’t attractive to most of us but that shit don’t matter  all lol
45304,#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa URL,OFF,he funds
22248,#Interesting  Has she gone through any kind of background check similar to the 6 #FBI background checks that #JudgeKavanaugh has? URL,NOT,has she gone through any kind of background check similar to the 6  background checks that  has
27228,#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER,OFF,govt have run up debt in spite of austerity cuts while the rich have doubled their wealth    via
57326,#CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts. #dontbeafraid #confrontwithtruth URL,OFF,continues to expose that the sjw bullies are paper tigers when conservatives fight back with truth and facts
97729,2x the fun y'all URL,NOT,2x the fun yall
24957,"... Antifa comrades miss the nuance of (a lot don't, but still, people, you know):  It's not that 45 is a white nationalist,"" as that's a very specific community. It's that he uses the same white supremacist rhetoric employed by WNs, which gives him dangerous company with them..""",NOT,antifa comrades miss the nuance of a lot dont but still people you know  its not that 45 is a white nationalist as thats a very specific community its that he uses the same white supremacist rhetoric employed by wns which gives him dangerous company with them
68774,#BeckyLynch is beautiful one of the few women in wrestling that absolutely need no work done at all. She's absolutely beautiful just the way she is. Doesn't need giant boobs or a fake booty. @USER is just simply amazing #HIAC,NOT,is beautiful one of the few women in wrestling that absolutely need no work done at all shes absolutely beautiful just the way she is doesnt need giant boobs or a fake booty  is just simply amazing
43350,@USER @USER @USER Gun Control is nothing but people control. The left wants gun control ONLY because they do NOT want us little guys armed &amp; able to defend ourselves. Makes it harder to get us behind barbed-wire fences as they saw in North Korea.,NOT,gun control is nothing but people control the left wants gun control only because they do not want us little guys armed  able to defend ourselves makes it harder to get us behind barbedwire fences as they saw in north korea
41709,"#ALERT  A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.",NOT,a win for the progressive conservatives   the ontario court of appeal has granted a stay of   which is to cut the number of toronto city councillors from 47 to 25
71063,$25 Amazon/PP-1-WW-Murder and Food Porn: A Northwest Cozy Mystery #8-Dianne Harman-Ends 10/2 URL,NOT,25 amazonpp1wwmurder and food porn a northwest cozy mystery dianne harmanends 102
92516,#WCW #WCE @USER  It’s your special day of the week again. I really miss you and I’m looking forward to see you soon. Don’t forget that I love you. I love you with all my heart because you are my heart! ❤️ URL,NOT,it’s your special day of the week again i really miss you and i’m looking forward to see you soon don’t forget that i love you i love you with all my heart because you are my heart
85100,#BarbieDreamsVIDEO @USER   I love you❤ But i fux with you even more as roman i feel like...you are roman just actin' like nicki!😍  Dimelo papi papi!,NOT,i love you but i fux with you even more as roman i feel likeyou are roman just actin like nicki  dimelo papi papi
89661,#Martina #Navratilova: What #SerenaWilliams Got Wrong   via @USER Be always really liked and respected Martina and here she is the voice of reason. URL,NOT,what  got wrong   via  be always really liked and respected martina and here she is the voice of reason
47898,"#Bodyguard far fetched if she is alive but not impossible. I think Budd is his own worse enemy as signs of split personality, but uncertain as today's episode was all over the place!",NOT,far fetched if she is alive but not impossible i think budd is his own worse enemy as signs of split personality but uncertain as todays episode was all over the place
88523,"#bookreviewer Meet Ronaldo! He is a second-year student at the Reindeer Flying Academy. He is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts.""  Thanks @USER  URL   #t4us #mglit URL",NOT,meet ronaldo he is a secondyear student at the reindeer flying academy he is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts  thanks
19321,#Backto60 #OneVoice #1950swomen #1950sbornwomen   @USER TOOK SIX YEARS OF OUR PENSIONS  We all agree. WE NEED OUR PENSIONS BACK! URL,NOT,took six years of our pensions  we all agree we need our pensions back
26042,#Maine you need to face facts @USER doesn’t really represent you anymore as she is playing a game where she says she is undecided on Kavanaugh but we all know she is going to vote to confirm him.  Time to DUMP Susan Collins.,NOT,you need to face facts  doesn’t really represent you anymore as she is playing a game where she says she is undecided on kavanaugh but we all know she is going to vote to confirm him  time to dump susan collins
16694,#Twitter. Stop what you are doing right now and head over to #Twitch and listen to my AMAZING friend Grendy as he plays #HatofulBoyfriend. #VoiceActor in the making! URL #supportsmallstreamers URL,NOT,stop what you are doing right now and head over to  and listen to my amazing friend grendy as he plays   in the making
88221,#BiggBossTelugu2 how many of you #KaushalArmy cum @USER fans... URL,OFF,how many of you  cum  fans
30357,"#Conservatives @USER  'tells Philip Hammond' to slash taxes, (for the rich and corporations?)  and regulations - so less workers and environmental protection -  if there's a no-deal #Brexit | Tory #BrexitShambles #SmallState  URL via @USER",NOT,tells philip hammond to slash taxes for the rich and corporations  and regulations  so less workers and environmental protection   if theres a nodeal   tory     via
11021,#YehUnDinonKiBaatHai Naina talks about educating a girl and making her responsible and also make them play sports. Bang on girl!!! 💯👏🏼  PS:- SHOE'S JEALOUS FACE THOUGH😂😂😂😂 SHE IS BURNING🤣😜,NOT,naina talks about educating a girl and making her responsible and also make them play sports bang on girl   ps shoes jealous face though she is burning
26763,"#1000daysofsoloharry So glad that to be a fan of someone who’s trying to change the world by being kind to people, being an ally,stands up for women’s rights, donates for different causes, stands for gun control and someone who’s successful but still continues to be humble URL",NOT,so glad that to be a fan of someone who’s trying to change the world by being kind to people being an allystands up for women’s rights donates for different causes stands for gun control and someone who’s successful but still continues to be humble
59708,"#CastingCallShow was fantastic!! At first I didn't think I was going to like any of the finalists' shows, but ended up loving all 3. I ultimately voted for An Amazing Business Opportunity by Anna Ladd. She is so funny and I really want to hear more.",NOT,was fantastic at first i didnt think i was going to like any of the finalists shows but ended up loving all 3 i ultimately voted for an amazing business opportunity by anna ladd she is so funny and i really want to hear more
78244,#BrexitShambles #ThursdayThoughts #eu #NEWS Lets avoid a future of #BorderControl queues... #givepeasachance @USER @USER URL,NOT,lets avoid a future of  queues
11813,#Democrats..2) we have yet to hear one of these righteous Democrats 'attack and insist' that Ellison resign after 'he' was accused of assault nor have we heard them call for Cory 'Spartacus' Booker to resign after he 'admitted' to sexual assault in 1992..the 'stink' of liberals.,NOT,2 we have yet to hear one of these righteous democrats attack and insist that ellison resign after he was accused of assault nor have we heard them call for cory spartacus booker to resign after he admitted to sexual assault in 1992the stink of liberals
16468,"#Obasrants   If you are in a band and you don’t do covers, you are missing out on good quality audience engagement!   Look @USER  with @USER   Link below   URL URL",NOT,if you are in a band and you don’t do covers you are missing out on good quality audience engagement   look   with    link below
75637,"#LisaxMichaelKors she is sooo talented, love hr too much URL",NOT,she is sooo talented love hr too much
71071,"#HurricaneFlorence ... not good, she is sporting a pinhole eye while strengthening... URL",NOT,not good she is sporting a pinhole eye while strengthening
17714,"#1 son,  knockin it out the fuckin park...... URL",OFF,son  knockin it out the fuckin park
97610,"@USER @USER @USER Okay and? Anybody can go to Eredivise and score 15+ goals. Shit league. Bundesliga teams are competitive in euro competitions. Mexico hasn’t produced any talent like Pulisic in a long time. It’s okay, maybe you guys will one day.",OFF,okay and anybody can go to eredivise and score 15 goals shit league bundesliga teams are competitive in euro competitions mexico hasn’t produced any talent like pulisic in a long time it’s okay maybe you guys will one day
63048,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,OFF,is a very stupid teenager i totally despise her for the atrocities she is doing towards aunty anupriya she blames her for her mom’s death she should stop and listen to anupriya side of the story before she makes vile accusation
30075,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,OFF,is a very stupid teenager i totally despise her for the atrocities she is doing towards aunty anupriya she blames her for her mom’s death she should stop and listen to anupriya side of the story before she makes vile accusation
74237,@USER what? seems to me that's a terrorist attack probably IS/antifa. still Id look at who wants to get strawberries into the market before completing the form,NOT,what seems to me thats a terrorist attack probably isantifa still id look at who wants to get strawberries into the market before completing the form
60466,"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.",OFF,– if we go by ’s example where liberals support open borders i guess conservatives support school shootings   please explain how this makes america great again
25685,@USER @USER @USER She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings.,OFF,she is the most disingenuous person in the senate if she was my senator i would hide in shame after her despicable behavior in the scotus hearings
16333,#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL,OFF,you are being  by   and you talk about  of yourselves and of  from the     you should  your  and
78417,"699. Just wanted to tell you you should Hang Out With Me More. i think it’ll be fun! Also, lmao dick for a tongue? So people can easily suck me off. HAHA kidding aside, i aint want a tongue as my dick that looks hella weird.. but my choice was weird to but WHATEVER",OFF,699 just wanted to tell you you should hang out with me more i think it’ll be fun also lmao dick for a tongue so people can easily suck me off haha kidding aside i aint want a tongue as my dick that looks hella weird but my choice was weird to but whatever
78760,#parikshitsolutions Security incidents rarely emerge fully formed with flashing lights to alert you. See if you’re prepared by testing your skills in the following scenario. URL URL,NOT,security incidents rarely emerge fully formed with flashing lights to alert you see if you’re prepared by testing your skills in the following scenario
78261,@USER #NBC #MSNBC when will @USER be held accountable for his inflammatory remakes calling for the leftist to fight.,NOT,when will  be held accountable for his inflammatory remakes calling for the leftist to fight
40790,@USER It's a proven fact that gun control doesn't work.. look at Chicago...  Don't worry about others records. Let's talk about  Selling uranium to Russia.. 400 million from Russia..,NOT,its a proven fact that gun control doesnt work look at chicago  dont worry about others records lets talk about  selling uranium to russia 400 million from russia
63775,#BoycottLeviStrauss  Levi Strauss teams up with gun control group: ‘We simply cannot stand by silently’  URL,NOT,levi strauss teams up with gun control group ‘we simply cannot stand by silently’
44108,"#Analysis: Supporters of the People's Party of Canada would likely bristle at being called liberal,"" but its beliefs fit the classic definition. URL don_pittis""",NOT,supporters of the peoples party of canada would likely bristle at being called liberal but its beliefs fit the classic definition  donpittis
98949,"3,000 is definitely a tad high Puerto Rico. How about you DemocRATS provide proof? Providing names,  locations, and next of kin shouldn’t be that hard.  I hope you don’t mind, but I will not be holding my breath. URL via @USER URL",NOT,3000 is definitely a tad high puerto rico how about you democrats provide proof providing names  locations and next of kin shouldn’t be that hard  i hope you don’t mind but i will not be holding my breath  via
74414,"#Pickett has #individual needs but is part of the #team! . He’s a bit of a #loner within the family of #Bowtruckles, feels a bit #bullied, has #attachment issues. He is also incredibly #agile and of great #value."" . #teachers #parents #Atypical @USER @USER URL",NOT,has  needs but is part of the   he’s a bit of a  within the family of  feels a bit  has  issues he is also incredibly  and of great
51525,#AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga,OFF,im sorry i see you i love you i was an asshole you know how we are
84550,#FF @USER he is an alien from the future 🙌🏻👽🌃 URL,OFF,he is an alien from the future
19499,#Creampuffs #HollsteinForever  Just a quick reminder that I'm doing a GIVEAWAY for anyone attending #clexaconlondon. If you are interested in attending Natasha's Improv workshop just DM me or reply and I will put you in the draw for a free ticket. Entries close midnight 30/09 GMT,NOT,just a quick reminder that im doing a giveaway for anyone attending  if you are interested in attending natashas improv workshop just dm me or reply and i will put you in the draw for a free ticket entries close midnight 3009 gmt
23530,"#FamiliarWife JH-OMG, she is crazy WJ-Wait!....yes, I am interested in assistant manager Cha BH-You guys look like a good pair VO-Are you having some""? Just sit over here JH-Don't do it! WJ-Lets live our own life. Lets do it News-Collision on hwy, there is congestion JH-Woo-jin~ URL",OFF,jhomg she is crazy wjwaityes i am interested in assistant manager cha bhyou guys look like a good pair voare you having some just sit over here jhdont do it wjlets live our own life lets do it newscollision on hwy there is congestion jhwoojin
84034,"#Broncos HC Vance Joseph on Phillip Lindsay: He is a good football player, not only as a running back ...""""",NOT,hc vance joseph on phillip lindsay he is a good football player not only as a running back
